Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
0,2,0,1000,255,275,28000,30,0,10
Deposito,35,35,0,0,1000,0,0,0,0,0,0,0,0
Cliente_1,41,49,0,0,974,0,0,0,0,0,0,0,10
Cliente_2,35,17,0,0,972,0,0,0,0,0,0,0,7
Cliente_3,55,45,0,0,967,0,0,0,0,0,0,0,13
Cliente_4,55,20,0,620,860,0,0,0,0,0,0,0,19
Cliente_5,15,30,0,0,969,0,0,0,0,0,0,0,26
Cliente_6,25,30,0,345,585,0,0,0,0,0,0,0,3
Cliente_7,20,50,0,0,968,0,0,0,0,0,0,0,5
Cliente_8,10,43,0,323,563,0,0,0,0,0,0,0,9
Cliente_9,55,60,0,329,569,0,0,0,0,0,0,0,16
Cliente_10,30,60,0,485,725,0,0,0,0,0,0,0,16
Cliente_11,20,65,0,146,386,0,0,0,0,0,0,0,12
Cliente_12,50,35,0,0,975,0,0,0,0,0,0,0,19
Cliente_13,30,25,0,639,879,0,0,0,0,0,0,0,23
Cliente_14,15,10,0,0,957,0,0,0,0,0,0,0,20
Cliente_15,30,5,0,118,358,0,0,0,0,0,0,0,8
Cliente_16,10,20,0,0,960,0,0,0,0,0,0,0,19
Cliente_17,5,30,0,682,922,0,0,0,0,0,0,0,2
Cliente_18,20,40,0,0,974,0,0,0,0,0,0,0,12
Cliente_19,15,60,0,0,957,0,0,0,0,0,0,0,17
Cliente_20,45,65,0,0,958,0,0,0,0,0,0,0,9
Cliente_21,45,20,0,0,971,0,0,0,0,0,0,0,11
Cliente_22,45,10,0,332,572,0,0,0,0,0,0,0,18
Cliente_23,55,5,0,146,386,0,0,0,0,0,0,0,29
Cliente_24,65,35,0,0,960,0,0,0,0,0,0,0,3
Cliente_25,65,20,0,716,956,0,0,0,0,0,0,0,6
Cliente_26,45,30,0,0,978,0,0,0,0,0,0,0,17
Cliente_27,35,40,0,60,300,0,0,0,0,0,0,0,16
Cliente_28,41,37,0,0,983,0,0,0,0,0,0,0,16
Cliente_29,64,42,0,0,960,0,0,0,0,0,0,0,9
Cliente_30,40,60,0,187,427,0,0,0,0,0,0,0,21
Cliente_31,31,52,0,0,972,0,0,0,0,0,0,0,27
Cliente_32,35,69,0,0,956,0,0,0,0,0,0,0,23
Cliente_33,53,52,0,24,264,0,0,0,0,0,0,0,11
Cliente_34,65,55,0,0,953,0,0,0,0,0,0,0,14
Cliente_35,63,65,0,630,870,0,0,0,0,0,0,0,8
Cliente_36,2,60,0,41,281,0,0,0,0,0,0,0,5
Cliente_37,20,20,0,0,968,0,0,0,0,0,0,0,8
Cliente_38,5,5,0,234,474,0,0,0,0,0,0,0,16
Cliente_39,60,12,0,33,273,0,0,0,0,0,0,0,31
Cliente_40,40,25,0,279,519,0,0,0,0,0,0,0,9
Cliente_41,42,7,0,334,574,0,0,0,0,0,0,0,5
Cliente_42,24,12,0,25,265,0,0,0,0,0,0,0,5
Cliente_43,23,3,0,0,955,0,0,0,0,0,0,0,7
Cliente_44,11,14,0,167,407,0,0,0,0,0,0,0,18
Cliente_45,6,38,0,29,269,0,0,0,0,0,0,0,16
Cliente_46,2,48,0,0,954,0,0,0,0,0,0,0,1
Cliente_47,8,56,0,0,955,0,0,0,0,0,0,0,27
Cliente_48,13,52,0,0,962,0,0,0,0,0,0,0,36
Cliente_49,6,68,0,401,641,0,0,0,0,0,0,0,30
Cliente_50,47,47,0,0,973,0,0,0,0,0,0,0,13
Cliente_51,49,58,0,0,963,0,0,0,0,0,0,0,10
Cliente_52,27,43,0,0,978,0,0,0,0,0,0,0,9
Cliente_53,37,31,0,332,572,0,0,0,0,0,0,0,14
Cliente_54,57,29,0,0,967,0,0,0,0,0,0,0,18
Cliente_55,63,23,0,560,800,0,0,0,0,0,0,0,2
Cliente_56,53,12,0,519,759,0,0,0,0,0,0,0,6
Cliente_57,32,12,0,0,966,0,0,0,0,0,0,0,7
Cliente_58,36,26,0,740,980,0,0,0,0,0,0,0,18
Cliente_59,21,24,0,0,972,0,0,0,0,0,0,0,28
Cliente_60,17,34,0,0,971,0,0,0,0,0,0,0,3
Cliente_61,12,24,0,0,964,0,0,0,0,0,0,0,13
Cliente_62,24,58,0,113,353,0,0,0,0,0,0,0,19
Cliente_63,27,69,0,0,955,0,0,0,0,0,0,0,10
Cliente_64,15,77,0,154,394,0,0,0,0,0,0,0,9
Cliente_65,62,77,0,49,289,0,0,0,0,0,0,0,20
Cliente_66,49,73,0,523,763,0,0,0,0,0,0,0,25
Cliente_67,67,5,0,228,468,0,0,0,0,0,0,0,25
Cliente_68,56,39,0,575,815,0,0,0,0,0,0,0,36
Cliente_69,37,47,0,108,348,0,0,0,0,0,0,0,6
Cliente_70,37,56,0,728,968,0,0,0,0,0,0,0,5
Cliente_71,57,68,0,0,950,0,0,0,0,0,0,0,15
Cliente_72,47,16,0,0,967,0,0,0,0,0,0,0,25
Cliente_73,44,17,0,0,969,0,0,0,0,0,0,0,9
Cliente_74,46,13,0,622,862,0,0,0,0,0,0,0,8
Cliente_75,49,11,0,0,962,0,0,0,0,0,0,0,18
Cliente_76,49,42,0,212,452,0,0,0,0,0,0,0,13
Cliente_77,53,43,0,730,970,0,0,0,0,0,0,0,14
Cliente_78,61,52,0,322,562,0,0,0,0,0,0,0,3
Cliente_79,57,48,0,307,547,0,0,0,0,0,0,0,23
Cliente_80,56,37,0,728,968,0,0,0,0,0,0,0,6
Cliente_81,55,54,0,0,962,0,0,0,0,0,0,0,26
Cliente_82,15,47,0,0,966,0,0,0,0,0,0,0,16
Cliente_83,14,37,0,0,968,0,0,0,0,0,0,0,11
Cliente_84,11,31,0,354,594,0,0,0,0,0,0,0,7
Cliente_85,16,22,0,0,966,0,0,0,0,0,0,0,41
Cliente_86,4,18,0,0,954,0,0,0,0,0,0,0,35
Cliente_87,28,18,0,314,554,0,0,0,0,0,0,0,26
Cliente_88,26,52,0,214,454,0,0,0,0,0,0,0,9
Cliente_89,26,35,0,0,981,0,0,0,0,0,0,0,15
Cliente_90,31,67,0,0,957,0,0,0,0,0,0,0,3
Cliente_91,15,19,0,0,964,0,0,0,0,0,0,0,1
Cliente_92,22,22,0,18,258,0,0,0,0,0,0,0,2
Cliente_93,18,24,0,729,969,0,0,0,0,0,0,0,22
Cliente_94,26,27,0,0,977,0,0,0,0,0,0,0,27
Cliente_95,25,24,0,0,975,0,0,0,0,0,0,0,20
Cliente_96,22,27,0,0,974,0,0,0,0,0,0,0,11
Cliente_97,25,21,0,0,972,0,0,0,0,0,0,0,12
Cliente_98,19,21,0,0,968,0,0,0,0,0,0,0,10
Cliente_99,20,26,0,263,503,0,0,0,0,0,0,0,9
