Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
0,2,0,1000,255,275,28000,30,0,10
deposito,40,50,0,0,960,0,0,0,0,0,0,0,0
Cliente_1,25,85,0,431,911,0,0,0,0,0,0,0,20
Cliente_2,22,75,0,30,510,0,0,0,0,0,0,0,30
Cliente_3,22,85,0,291,771,0,0,0,0,0,0,0,10
Cliente_4,20,80,0,674,734,0,0,0,0,0,0,0,40
Cliente_5,20,85,0,40,520,0,0,0,0,0,0,0,20
Cliente_6,18,75,0,393,502,0,0,0,0,0,0,0,20
Cliente_7,15,75,0,120,600,0,0,0,0,0,0,0,20
Cliente_8,15,80,0,397,457,0,0,0,0,0,0,0,10
Cliente_9,10,35,0,401,461,0,0,0,0,0,0,0,20
Cliente_10,10,40,0,535,622,0,0,0,0,0,0,0,30
Cliente_11,8,40,0,225,285,0,0,0,0,0,0,0,40
Cliente_12,8,45,0,43,523,0,0,0,0,0,0,0,20
Cliente_13,5,35,0,683,743,0,0,0,0,0,0,0,10
Cliente_14,5,45,0,35,366,0,0,0,0,0,0,0,10
Cliente_15,2,40,0,204,264,0,0,0,0,0,0,0,20
Cliente_16,0,40,0,204,425,0,0,0,0,0,0,0,20
Cliente_17,0,45,0,698,827,0,0,0,0,0,0,0,20
Cliente_18,44,5,0,306,483,0,0,0,0,0,0,0,20
Cliente_19,42,10,0,199,428,0,0,0,0,0,0,0,40
Cliente_20,42,15,0,494,699,0,0,0,0,0,0,0,10
Cliente_21,40,5,0,45,525,0,0,0,0,0,0,0,10
Cliente_22,40,15,0,383,486,0,0,0,0,0,0,0,40
Cliente_23,38,5,0,231,291,0,0,0,0,0,0,0,30
Cliente_24,38,15,0,609,872,0,0,0,0,0,0,0,10
Cliente_25,35,5,0,821,881,0,0,0,0,0,0,0,20
Cliente_26,95,30,0,349,829,0,0,0,0,0,0,0,30
Cliente_27,95,35,0,138,273,0,0,0,0,0,0,0,20
Cliente_28,92,30,0,78,339,0,0,0,0,0,0,0,10
Cliente_29,90,35,0,132,375,0,0,0,0,0,0,0,10
Cliente_30,88,30,0,252,359,0,0,0,0,0,0,0,10
Cliente_31,88,35,0,50,530,0,0,0,0,0,0,0,20
Cliente_32,87,30,0,562,799,0,0,0,0,0,0,0,10
Cliente_33,85,25,0,71,208,0,0,0,0,0,0,0,10
Cliente_34,85,35,0,307,787,0,0,0,0,0,0,0,30
Cliente_35,67,85,0,655,778,0,0,0,0,0,0,0,20
Cliente_36,65,85,0,43,186,0,0,0,0,0,0,0,40
Cliente_37,65,82,0,377,857,0,0,0,0,0,0,0,10
Cliente_38,62,80,0,308,368,0,0,0,0,0,0,0,30
Cliente_39,60,80,0,46,201,0,0,0,0,0,0,0,10
Cliente_40,60,85,0,339,438,0,0,0,0,0,0,0,30
Cliente_41,58,75,0,377,494,0,0,0,0,0,0,0,20
Cliente_42,55,80,0,33,166,0,0,0,0,0,0,0,10
Cliente_43,55,85,0,531,736,0,0,0,0,0,0,0,20
Cliente_44,55,82,0,247,307,0,0,0,0,0,0,0,10
Cliente_45,20,82,0,37,177,0,0,0,0,0,0,0,10
Cliente_46,18,80,0,432,665,0,0,0,0,0,0,0,10
Cliente_47,2,45,0,38,322,0,0,0,0,0,0,0,10
Cliente_48,42,5,0,424,904,0,0,0,0,0,0,0,10
Cliente_49,42,12,0,460,539,0,0,0,0,0,0,0,10
