Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
0,2,0,1000,255,275,28000,30,0,10
deposito,35,35,0,0,1000,0,0,0,0,0,0,0,0
Cliente_1,41,49,0,451,974,0,0,0,0,0,0,0,10
Cliente_2,35,17,0,18,534,0,0,0,0,0,0,0,7
Cliente_3,55,45,0,378,733,0,0,0,0,0,0,0,13
Cliente_4,55,20,0,477,965,0,0,0,0,0,0,0,19
Cliente_5,15,30,0,20,610,0,0,0,0,0,0,0,26
Cliente_6,25,30,0,245,684,0,0,0,0,0,0,0,3
Cliente_7,20,50,0,172,569,0,0,0,0,0,0,0,5
Cliente_8,10,43,0,245,640,0,0,0,0,0,0,0,9
Cliente_9,55,60,0,231,666,0,0,0,0,0,0,0,16
Cliente_10,30,60,0,430,779,0,0,0,0,0,0,0,16
Cliente_11,20,65,0,33,511,0,0,0,0,0,0,0,12
Cliente_12,50,35,0,50,523,0,0,0,0,0,0,0,19
Cliente_13,30,25,0,462,978,0,0,0,0,0,0,0,23
Cliente_14,15,10,0,32,694,0,0,0,0,0,0,0,20
Cliente_15,30,5,0,30,519,0,0,0,0,0,0,0,8
Cliente_16,10,20,0,102,543,0,0,0,0,0,0,0,19
Cliente_17,5,30,0,444,959,0,0,0,0,0,0,0,2
Cliente_18,20,40,0,229,582,0,0,0,0,0,0,0,12
Cliente_19,15,60,0,95,552,0,0,0,0,0,0,0,17
Cliente_20,45,65,0,418,829,0,0,0,0,0,0,0,9
Cliente_21,45,20,0,36,509,0,0,0,0,0,0,0,11
Cliente_22,45,10,0,246,657,0,0,0,0,0,0,0,18
Cliente_23,55,5,0,36,514,0,0,0,0,0,0,0,29
Cliente_24,65,35,0,435,960,0,0,0,0,0,0,0,3
Cliente_25,65,20,0,438,956,0,0,0,0,0,0,0,6
Cliente_26,45,30,0,428,827,0,0,0,0,0,0,0,17
Cliente_27,35,40,0,5,548,0,0,0,0,0,0,0,16
Cliente_28,41,37,0,6,526,0,0,0,0,0,0,0,16
Cliente_29,64,42,0,29,513,0,0,0,0,0,0,0,9
Cliente_30,40,60,0,91,522,0,0,0,0,0,0,0,21
Cliente_31,31,52,0,17,501,0,0,0,0,0,0,0,27
Cliente_32,35,69,0,482,955,0,0,0,0,0,0,0,23
Cliente_33,53,52,0,24,575,0,0,0,0,0,0,0,11
Cliente_34,65,55,0,367,776,0,0,0,0,0,0,0,14
Cliente_35,63,65,0,453,948,0,0,0,0,0,0,0,8
Cliente_36,2,60,0,41,615,0,0,0,0,0,0,0,5
Cliente_37,20,20,0,443,856,0,0,0,0,0,0,0,8
Cliente_38,5,5,0,130,577,0,0,0,0,0,0,0,16
Cliente_39,60,12,0,33,655,0,0,0,0,0,0,0,31
Cliente_40,40,25,0,201,596,0,0,0,0,0,0,0,9
Cliente_41,42,7,0,219,688,0,0,0,0,0,0,0,5
Cliente_42,24,12,0,25,560,0,0,0,0,0,0,0,5
Cliente_43,23,3,0,458,867,0,0,0,0,0,0,0,7
Cliente_44,11,14,0,59,514,0,0,0,0,0,0,0,18
Cliente_45,6,38,0,29,589,0,0,0,0,0,0,0,16
Cliente_46,2,48,0,338,805,0,0,0,0,0,0,0,1
Cliente_47,8,56,0,34,602,0,0,0,0,0,0,0,27
Cliente_48,13,52,0,454,962,0,0,0,0,0,0,0,36
Cliente_49,6,68,0,362,679,0,0,0,0,0,0,0,30
Cliente_50,47,47,0,379,810,0,0,0,0,0,0,0,13
Cliente_51,49,58,0,176,625,0,0,0,0,0,0,0,10
Cliente_52,27,43,0,11,502,0,0,0,0,0,0,0,9
Cliente_53,37,31,0,256,647,0,0,0,0,0,0,0,14
Cliente_54,57,29,0,475,900,0,0,0,0,0,0,0,18
Cliente_55,63,23,0,441,918,0,0,0,0,0,0,0,2
Cliente_56,53,12,0,412,865,0,0,0,0,0,0,0,6
Cliente_57,32,12,0,246,705,0,0,0,0,0,0,0,7
Cliente_58,36,26,0,479,980,0,0,0,0,0,0,0,18
Cliente_59,21,24,0,17,681,0,0,0,0,0,0,0,28
Cliente_60,17,34,0,449,971,0,0,0,0,0,0,0,3
Cliente_61,12,24,0,126,541,0,0,0,0,0,0,0,13
Cliente_62,24,58,0,25,544,0,0,0,0,0,0,0,19
Cliente_63,27,69,0,34,588,0,0,0,0,0,0,0,10
Cliente_64,15,77,0,46,524,0,0,0,0,0,0,0,9
Cliente_65,62,77,0,49,568,0,0,0,0,0,0,0,20
Cliente_66,49,73,0,421,864,0,0,0,0,0,0,0,25
Cliente_67,67,5,0,120,575,0,0,0,0,0,0,0,25
Cliente_68,56,39,0,459,930,0,0,0,0,0,0,0,36
Cliente_69,37,47,0,12,513,0,0,0,0,0,0,0,6
Cliente_70,37,56,0,368,968,0,0,0,0,0,0,0,5
Cliente_71,57,68,0,98,537,0,0,0,0,0,0,0,15
Cliente_72,47,16,0,22,617,0,0,0,0,0,0,0,25
Cliente_73,44,17,0,143,564,0,0,0,0,0,0,0,9
Cliente_74,46,13,0,482,965,0,0,0,0,0,0,0,8
Cliente_75,49,11,0,62,519,0,0,0,0,0,0,0,18
Cliente_76,49,42,0,129,534,0,0,0,0,0,0,0,13
Cliente_77,53,43,0,460,970,0,0,0,0,0,0,0,14
Cliente_78,61,52,0,207,676,0,0,0,0,0,0,0,3
Cliente_79,57,48,0,230,623,0,0,0,0,0,0,0,23
Cliente_80,56,37,0,470,968,0,0,0,0,0,0,0,6
Cliente_81,55,54,0,268,599,0,0,0,0,0,0,0,26
Cliente_82,15,47,0,23,515,0,0,0,0,0,0,0,16
Cliente_83,14,37,0,21,568,0,0,0,0,0,0,0,11
Cliente_84,11,31,0,278,669,0,0,0,0,0,0,0,7
Cliente_85,16,22,0,213,624,0,0,0,0,0,0,0,41
Cliente_86,4,18,0,230,623,0,0,0,0,0,0,0,35
Cliente_87,28,18,0,287,580,0,0,0,0,0,0,0,26
Cliente_88,26,52,0,104,563,0,0,0,0,0,0,0,9
Cliente_89,26,35,0,409,981,0,0,0,0,0,0,0,15
Cliente_90,31,67,0,225,654,0,0,0,0,0,0,0,3
Cliente_91,15,19,0,469,964,0,0,0,0,0,0,0,1
Cliente_92,22,22,0,18,585,0,0,0,0,0,0,0,2
Cliente_93,18,24,0,414,969,0,0,0,0,0,0,0,22
Cliente_94,26,27,0,283,656,0,0,0,0,0,0,0,27
Cliente_95,25,24,0,14,533,0,0,0,0,0,0,0,20
Cliente_96,22,27,0,445,852,0,0,0,0,0,0,0,11
Cliente_97,25,21,0,462,823,0,0,0,0,0,0,0,12
Cliente_98,19,21,0,21,506,0,0,0,0,0,0,0,10
Cliente_99,20,26,0,164,601,0,0,0,0,0,0,0,9
