Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
0,2,0,200,255,275,28000,30,0,10
deposito,35,35,0,0,230,0,0,0,0,0,0,0,0
Cliente_1,41,49,0,151,181,0,0,0,0,0,0,0,10
Cliente_2,35,17,0,40,70,0,0,0,0,0,0,0,7
Cliente_3,55,45,0,106,136,0,0,0,0,0,0,0,13
Cliente_4,55,20,0,139,169,0,0,0,0,0,0,0,19
Cliente_5,15,30,0,24,54,0,0,0,0,0,0,0,26
Cliente_6,25,30,0,89,119,0,0,0,0,0,0,0,3
Cliente_7,20,50,0,71,101,0,0,0,0,0,0,0,5
Cliente_8,10,43,0,85,115,0,0,0,0,0,0,0,9
Cliente_9,55,60,0,87,117,0,0,0,0,0,0,0,16
Cliente_10,30,60,0,114,144,0,0,0,0,0,0,0,16
Cliente_11,20,65,0,57,87,0,0,0,0,0,0,0,12
Cliente_12,50,35,0,53,83,0,0,0,0,0,0,0,19
Cliente_13,30,25,0,149,179,0,0,0,0,0,0,0,23
Cliente_14,15,10,0,32,62,0,0,0,0,0,0,0,20
Cliente_15,30,5,0,51,81,0,0,0,0,0,0,0,8
Cliente_16,10,20,0,65,95,0,0,0,0,0,0,0,19
Cliente_17,5,30,0,147,177,0,0,0,0,0,0,0,2
Cliente_18,20,40,0,77,107,0,0,0,0,0,0,0,12
Cliente_19,15,60,0,66,96,0,0,0,0,0,0,0,17
Cliente_20,45,65,0,116,146,0,0,0,0,0,0,0,9
Cliente_21,45,20,0,52,82,0,0,0,0,0,0,0,11
Cliente_22,45,10,0,87,117,0,0,0,0,0,0,0,18
Cliente_23,55,5,0,58,88,0,0,0,0,0,0,0,29
Cliente_24,65,35,0,143,173,0,0,0,0,0,0,0,3
Cliente_25,65,20,0,156,186,0,0,0,0,0,0,0,6
Cliente_26,45,30,0,122,152,0,0,0,0,0,0,0,17
Cliente_27,35,40,0,27,57,0,0,0,0,0,0,0,16
Cliente_28,41,37,0,29,59,0,0,0,0,0,0,0,16
Cliente_29,64,42,0,53,83,0,0,0,0,0,0,0,9
Cliente_30,40,60,0,61,91,0,0,0,0,0,0,0,21
Cliente_31,31,52,0,40,70,0,0,0,0,0,0,0,27
Cliente_32,35,69,0,131,161,0,0,0,0,0,0,0,23
Cliente_33,53,52,0,27,57,0,0,0,0,0,0,0,11
Cliente_34,65,55,0,107,137,0,0,0,0,0,0,0,14
Cliente_35,63,65,0,133,163,0,0,0,0,0,0,0,8
Cliente_36,2,60,0,41,71,0,0,0,0,0,0,0,5
Cliente_37,20,20,0,124,154,0,0,0,0,0,0,0,8
Cliente_38,5,5,0,73,103,0,0,0,0,0,0,0,16
Cliente_39,60,12,0,34,64,0,0,0,0,0,0,0,31
Cliente_40,40,25,0,75,105,0,0,0,0,0,0,0,9
Cliente_41,42,7,0,87,117,0,0,0,0,0,0,0,5
Cliente_42,24,12,0,25,55,0,0,0,0,0,0,0,5
Cliente_43,23,3,0,122,152,0,0,0,0,0,0,0,7
Cliente_44,11,14,0,59,89,0,0,0,0,0,0,0,18
Cliente_45,6,38,0,29,59,0,0,0,0,0,0,0,16
Cliente_46,2,48,0,107,137,0,0,0,0,0,0,0,1
Cliente_47,8,56,0,41,71,0,0,0,0,0,0,0,27
Cliente_48,13,52,0,155,185,0,0,0,0,0,0,0,36
Cliente_49,6,68,0,98,128,0,0,0,0,0,0,0,30
Cliente_50,47,47,0,114,144,0,0,0,0,0,0,0,13
Cliente_51,49,58,0,78,108,0,0,0,0,0,0,0,10
Cliente_52,27,43,0,42,72,0,0,0,0,0,0,0,9
Cliente_53,37,31,0,85,115,0,0,0,0,0,0,0,14
Cliente_54,57,29,0,130,160,0,0,0,0,0,0,0,18
Cliente_55,63,23,0,126,156,0,0,0,0,0,0,0,2
Cliente_56,53,12,0,120,150,0,0,0,0,0,0,0,6
Cliente_57,32,12,0,91,121,0,0,0,0,0,0,0,7
Cliente_58,36,26,0,180,210,0,0,0,0,0,0,0,18
Cliente_59,21,24,0,17,47,0,0,0,0,0,0,0,28
Cliente_60,17,34,0,152,182,0,0,0,0,0,0,0,3
Cliente_61,12,24,0,66,96,0,0,0,0,0,0,0,13
Cliente_62,24,58,0,48,78,0,0,0,0,0,0,0,19
Cliente_63,27,69,0,34,64,0,0,0,0,0,0,0,10
Cliente_64,15,77,0,63,93,0,0,0,0,0,0,0,9
Cliente_65,62,77,0,49,79,0,0,0,0,0,0,0,20
Cliente_66,49,73,0,117,147,0,0,0,0,0,0,0,25
Cliente_67,67,5,0,73,103,0,0,0,0,0,0,0,25
Cliente_68,56,39,0,132,162,0,0,0,0,0,0,0,36
Cliente_69,37,47,0,40,70,0,0,0,0,0,0,0,6
Cliente_70,37,56,0,168,198,0,0,0,0,0,0,0,5
Cliente_71,57,68,0,67,97,0,0,0,0,0,0,0,15
Cliente_72,47,16,0,25,55,0,0,0,0,0,0,0,25
Cliente_73,44,17,0,68,98,0,0,0,0,0,0,0,9
Cliente_74,46,13,0,139,169,0,0,0,0,0,0,0,8
Cliente_75,49,11,0,59,89,0,0,0,0,0,0,0,18
Cliente_76,49,42,0,63,93,0,0,0,0,0,0,0,13
Cliente_77,53,43,0,169,199,0,0,0,0,0,0,0,14
Cliente_78,61,52,0,86,116,0,0,0,0,0,0,0,3
Cliente_79,57,48,0,82,112,0,0,0,0,0,0,0,23
Cliente_80,56,37,0,168,198,0,0,0,0,0,0,0,6
Cliente_81,55,54,0,84,114,0,0,0,0,0,0,0,26
Cliente_82,15,47,0,45,75,0,0,0,0,0,0,0,16
Cliente_83,14,37,0,34,64,0,0,0,0,0,0,0,11
Cliente_84,11,31,0,91,121,0,0,0,0,0,0,0,7
Cliente_85,16,22,0,81,111,0,0,0,0,0,0,0,41
Cliente_86,4,18,0,84,114,0,0,0,0,0,0,0,35
Cliente_87,28,18,0,83,113,0,0,0,0,0,0,0,26
Cliente_88,26,52,0,64,94,0,0,0,0,0,0,0,9
Cliente_89,26,35,0,166,196,0,0,0,0,0,0,0,15
Cliente_90,31,67,0,85,115,0,0,0,0,0,0,0,3
Cliente_91,15,19,0,150,180,0,0,0,0,0,0,0,1
Cliente_92,22,22,0,18,48,0,0,0,0,0,0,0,2
Cliente_93,18,24,0,169,199,0,0,0,0,0,0,0,22
Cliente_94,26,27,0,90,120,0,0,0,0,0,0,0,27
Cliente_95,25,24,0,29,59,0,0,0,0,0,0,0,20
Cliente_96,22,27,0,125,155,0,0,0,0,0,0,0,11
Cliente_97,25,21,0,123,153,0,0,0,0,0,0,0,12
Cliente_98,19,21,0,48,78,0,0,0,0,0,0,0,10
Cliente_99,20,26,0,73,103,0,0,0,0,0,0,0,9
Cliente_100,18,18,0,165,195,0,0,0,0,0,0,0,17
