Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
0,2,0,700,255,275,28000,30,0,90
Cliente_1,40,50,0,0,3390,0,0,0,0,0,0,0,0
Cliente_2,52,75,0,311,471,0,0,0,0,0,0,0,10
Cliente_3,45,70,0,213,373,0,0,0,0,0,0,0,30
Cliente_4,62,69,0,1167,1327,0,0,0,0,0,0,0,10
Cliente_5,60,66,0,1261,1421,0,0,0,0,0,0,0,10
Cliente_6,42,65,0,25,185,0,0,0,0,0,0,0,10
Cliente_7,16,42,0,497,657,0,0,0,0,0,0,0,20
Cliente_8,58,70,0,1073,1233,0,0,0,0,0,0,0,20
Cliente_9,34,60,0,2887,3047,0,0,0,0,0,0,0,20
Cliente_10,28,70,0,2601,2761,0,0,0,0,0,0,0,10
Cliente_11,35,66,0,2791,2951,0,0,0,0,0,0,0,10
Cliente_12,35,69,0,2698,2858,0,0,0,0,0,0,0,10
Cliente_13,25,85,0,2119,2279,0,0,0,0,0,0,0,20
Cliente_14,22,75,0,2405,2565,0,0,0,0,0,0,0,30
Cliente_15,22,85,0,2026,2186,0,0,0,0,0,0,0,10
Cliente_16,20,80,0,2216,2376,0,0,0,0,0,0,0,40
Cliente_17,20,85,0,1934,2094,0,0,0,0,0,0,0,40
Cliente_18,18,75,0,2311,2471,0,0,0,0,0,0,0,20
Cliente_19,15,75,0,1742,1902,0,0,0,0,0,0,0,20
Cliente_20,15,80,0,1837,1997,0,0,0,0,0,0,0,10
Cliente_21,30,50,0,10,170,0,0,0,0,0,0,0,10
Cliente_22,30,56,0,2983,3143,0,0,0,0,0,0,0,20
Cliente_23,28,52,0,22,182,0,0,0,0,0,0,0,20
Cliente_24,14,66,0,1643,1803,0,0,0,0,0,0,0,10
Cliente_25,25,50,0,116,276,0,0,0,0,0,0,0,10
Cliente_26,22,66,0,2504,2664,0,0,0,0,0,0,0,40
Cliente_27,8,62,0,1545,1705,0,0,0,0,0,0,0,10
Cliente_28,23,52,0,209,369,0,0,0,0,0,0,0,10
Cliente_29,4,55,0,1447,1607,0,0,0,0,0,0,0,20
Cliente_30,20,50,0,398,558,0,0,0,0,0,0,0,10
Cliente_31,20,55,0,303,463,0,0,0,0,0,0,0,10
Cliente_32,10,35,0,781,941,0,0,0,0,0,0,0,20
Cliente_33,10,40,0,593,753,0,0,0,0,0,0,0,30
Cliente_34,8,40,0,685,845,0,0,0,0,0,0,0,40
Cliente_35,8,45,0,1346,1506,0,0,0,0,0,0,0,20
Cliente_36,5,35,0,876,1036,0,0,0,0,0,0,0,10
Cliente_37,5,45,0,1253,1413,0,0,0,0,0,0,0,10
Cliente_38,2,40,0,971,1131,0,0,0,0,0,0,0,20
Cliente_39,0,40,0,1063,1223,0,0,0,0,0,0,0,30
Cliente_40,0,45,0,1158,1318,0,0,0,0,0,0,0,20
Cliente_41,36,18,0,1819,1979,0,0,0,0,0,0,0,10
Cliente_42,35,32,0,2758,2918,0,0,0,0,0,0,0,10
Cliente_43,33,32,0,2666,2826,0,0,0,0,0,0,0,20
Cliente_44,33,35,0,2573,2733,0,0,0,0,0,0,0,10
Cliente_45,32,20,0,1913,2073,0,0,0,0,0,0,0,10
Cliente_46,30,30,0,2105,2265,0,0,0,0,0,0,0,10
Cliente_47,34,25,0,2009,2169,0,0,0,0,0,0,0,30
Cliente_48,30,35,0,2480,2640,0,0,0,0,0,0,0,10
Cliente_49,36,40,0,2856,3016,0,0,0,0,0,0,0,10
Cliente_50,48,20,0,967,1127,0,0,0,0,0,0,0,10
Cliente_51,26,32,0,2292,2452,0,0,0,0,0,0,0,10
Cliente_52,25,30,0,2200,2360,0,0,0,0,0,0,0,10
Cliente_53,25,35,0,2385,2545,0,0,0,0,0,0,0,10
Cliente_54,44,5,0,1256,1416,0,0,0,0,0,0,0,20
Cliente_55,42,10,0,1160,1320,0,0,0,0,0,0,0,40
Cliente_56,42,15,0,1065,1225,0,0,0,0,0,0,0,10
Cliente_57,40,5,0,1350,1510,0,0,0,0,0,0,0,30
Cliente_58,38,15,0,1725,1885,0,0,0,0,0,0,0,40
Cliente_59,38,5,0,1442,1602,0,0,0,0,0,0,0,30
Cliente_60,38,10,0,1630,1790,0,0,0,0,0,0,0,10
Cliente_61,35,5,0,1535,1695,0,0,0,0,0,0,0,20
Cliente_62,50,30,0,401,561,0,0,0,0,0,0,0,10
Cliente_63,50,35,0,120,280,0,0,0,0,0,0,0,20
Cliente_64,50,40,0,25,185,0,0,0,0,0,0,0,50
Cliente_65,48,30,0,493,653,0,0,0,0,0,0,0,10
Cliente_66,44,25,0,871,1031,0,0,0,0,0,0,0,10
Cliente_67,47,35,0,588,748,0,0,0,0,0,0,0,10
Cliente_68,47,40,0,12,172,0,0,0,0,0,0,0,10
Cliente_69,42,30,0,776,936,0,0,0,0,0,0,0,10
Cliente_70,45,35,0,680,840,0,0,0,0,0,0,0,10
Cliente_71,95,30,0,2321,2481,0,0,0,0,0,0,0,30
Cliente_72,95,35,0,2226,2386,0,0,0,0,0,0,0,20
Cliente_73,53,30,0,308,468,0,0,0,0,0,0,0,10
Cliente_74,92,30,0,2414,2574,0,0,0,0,0,0,0,10
Cliente_75,53,35,0,213,373,0,0,0,0,0,0,0,50
Cliente_76,45,65,0,118,278,0,0,0,0,0,0,0,20
Cliente_77,90,35,0,2131,2291,0,0,0,0,0,0,0,10
Cliente_78,72,45,0,2900,3060,0,0,0,0,0,0,0,10
Cliente_79,78,40,0,2802,2962,0,0,0,0,0,0,0,20
