Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
0,2,0,200,255,275,28000,30,0,10
deposito,40,50,0,0,240,0,0,0,0,0,0,0,0
Cliente_1,25,85,0,0,191,0,0,0,0,0,0,0,20
Cliente_2,22,75,0,0,199,0,0,0,0,0,0,0,30
Cliente_3,22,85,0,0,190,0,0,0,0,0,0,0,10
Cliente_4,20,80,0,141,171,0,0,0,0,0,0,0,40
Cliente_5,20,85,0,0,189,0,0,0,0,0,0,0,20
Cliente_6,18,75,0,95,125,0,0,0,0,0,0,0,20
Cliente_7,15,75,0,0,194,0,0,0,0,0,0,0,20
Cliente_8,15,80,0,91,121,0,0,0,0,0,0,0,10
Cliente_9,10,35,0,91,121,0,0,0,0,0,0,0,20
Cliente_10,10,40,0,119,149,0,0,0,0,0,0,0,30
Cliente_11,8,40,0,59,89,0,0,0,0,0,0,0,40
Cliente_12,8,45,0,0,197,0,0,0,0,0,0,0,20
Cliente_13,5,35,0,142,172,0,0,0,0,0,0,0,10
Cliente_14,5,45,0,35,65,0,0,0,0,0,0,0,10
Cliente_15,2,40,0,58,88,0,0,0,0,0,0,0,20
Cliente_16,0,40,0,72,102,0,0,0,0,0,0,0,20
Cliente_17,0,45,0,149,179,0,0,0,0,0,0,0,20
Cliente_18,44,5,0,87,117,0,0,0,0,0,0,0,20
Cliente_19,42,10,0,72,102,0,0,0,0,0,0,0,40
Cliente_20,42,15,0,122,152,0,0,0,0,0,0,0,10
Cliente_21,40,5,0,0,185,0,0,0,0,0,0,0,10
Cliente_22,40,15,0,92,122,0,0,0,0,0,0,0,40
Cliente_23,38,5,0,65,95,0,0,0,0,0,0,0,30
Cliente_24,38,15,0,148,178,0,0,0,0,0,0,0,10
Cliente_25,35,5,0,154,184,0,0,0,0,0,0,0,20
Cliente_26,95,30,0,0,171,0,0,0,0,0,0,0,30
Cliente_27,95,35,0,62,92,0,0,0,0,0,0,0,20
Cliente_28,92,30,0,62,92,0,0,0,0,0,0,0,10
Cliente_29,90,35,0,67,97,0,0,0,0,0,0,0,10
Cliente_30,88,30,0,74,104,0,0,0,0,0,0,0,10
Cliente_31,88,35,0,0,179,0,0,0,0,0,0,0,20
Cliente_32,87,30,0,131,161,0,0,0,0,0,0,0,10
Cliente_33,85,25,0,51,81,0,0,0,0,0,0,0,10
Cliente_34,85,35,0,0,182,0,0,0,0,0,0,0,30
Cliente_35,67,85,0,139,169,0,0,0,0,0,0,0,20
Cliente_36,65,85,0,43,73,0,0,0,0,0,0,0,40
Cliente_37,65,82,0,0,189,0,0,0,0,0,0,0,10
Cliente_38,62,80,0,75,105,0,0,0,0,0,0,0,30
Cliente_39,60,80,0,37,67,0,0,0,0,0,0,0,10
Cliente_40,60,85,0,85,115,0,0,0,0,0,0,0,30
Cliente_41,58,75,0,92,122,0,0,0,0,0,0,0,20
Cliente_42,55,80,0,33,63,0,0,0,0,0,0,0,10
Cliente_43,55,85,0,128,158,0,0,0,0,0,0,0,20
Cliente_44,55,82,0,64,94,0,0,0,0,0,0,0,10
Cliente_45,20,82,0,37,67,0,0,0,0,0,0,0,10
Cliente_46,18,80,0,113,143,0,0,0,0,0,0,0,10
Cliente_47,2,45,0,45,75,0,0,0,0,0,0,0,10
Cliente_48,42,5,0,0,184,0,0,0,0,0,0,0,10
Cliente_49,42,12,0,104,134,0,0,0,0,0,0,0,10
Cliente_50,72,35,0,0,194,0,0,0,0,0,0,0,30
Cliente_51,55,20,0,83,113,0,0,0,0,0,0,0,19
Cliente_52,25,30,0,0,205,0,0,0,0,0,0,0,3
Cliente_53,20,50,0,91,121,0,0,0,0,0,0,0,5
Cliente_54,55,60,0,139,169,0,0,0,0,0,0,0,16
Cliente_55,30,60,0,140,170,0,0,0,0,0,0,0,16
Cliente_56,50,35,0,130,160,0,0,0,0,0,0,0,19
Cliente_57,30,25,0,96,126,0,0,0,0,0,0,0,23
Cliente_58,15,10,0,152,182,0,0,0,0,0,0,0,20
Cliente_59,10,20,0,0,187,0,0,0,0,0,0,0,19
Cliente_60,15,60,0,155,185,0,0,0,0,0,0,0,17
Cliente_61,45,65,0,66,96,0,0,0,0,0,0,0,9
Cliente_62,65,35,0,52,82,0,0,0,0,0,0,0,3
Cliente_63,65,20,0,39,69,0,0,0,0,0,0,0,6
Cliente_64,45,30,0,53,83,0,0,0,0,0,0,0,17
Cliente_65,35,40,0,11,41,0,0,0,0,0,0,0,16
Cliente_66,41,37,0,133,163,0,0,0,0,0,0,0,16
Cliente_67,64,42,0,70,100,0,0,0,0,0,0,0,9
Cliente_68,40,60,0,144,174,0,0,0,0,0,0,0,21
Cliente_69,31,52,0,41,71,0,0,0,0,0,0,0,27
Cliente_70,35,69,0,180,210,0,0,0,0,0,0,0,23
Cliente_71,65,55,0,65,95,0,0,0,0,0,0,0,14
Cliente_72,63,65,0,0,202,0,0,0,0,0,0,0,8
Cliente_73,2,60,0,77,107,0,0,0,0,0,0,0,5
Cliente_74,20,20,0,141,171,0,0,0,0,0,0,0,8
Cliente_75,5,5,0,0,172,0,0,0,0,0,0,0,16
Cliente_76,60,12,0,75,105,0,0,0,0,0,0,0,31
Cliente_77,23,3,0,150,180,0,0,0,0,0,0,0,7
Cliente_78,8,56,0,90,120,0,0,0,0,0,0,0,27
Cliente_79,6,68,0,89,119,0,0,0,0,0,0,0,30
Cliente_80,47,47,0,192,222,0,0,0,0,0,0,0,13
Cliente_81,49,58,0,86,116,0,0,0,0,0,0,0,10
Cliente_82,27,43,0,0,215,0,0,0,0,0,0,0,9
Cliente_83,37,31,0,0,210,0,0,0,0,0,0,0,14
Cliente_84,57,29,0,96,126,0,0,0,0,0,0,0,18
Cliente_85,63,23,0,0,194,0,0,0,0,0,0,0,2
Cliente_86,21,24,0,87,117,0,0,0,0,0,0,0,28
Cliente_87,12,24,0,90,120,0,0,0,0,0,0,0,13
Cliente_88,24,58,0,67,97,0,0,0,0,0,0,0,19
Cliente_89,67,5,0,144,174,0,0,0,0,0,0,0,25
Cliente_90,37,47,0,86,116,0,0,0,0,0,0,0,6
Cliente_91,49,42,0,0,217,0,0,0,0,0,0,0,13
Cliente_92,53,43,0,14,44,0,0,0,0,0,0,0,14
Cliente_93,61,52,0,178,208,0,0,0,0,0,0,0,3
Cliente_94,57,48,0,0,212,0,0,0,0,0,0,0,23
Cliente_95,56,37,0,0,209,0,0,0,0,0,0,0,6
Cliente_96,55,54,0,0,214,0,0,0,0,0,0,0,26
Cliente_97,4,18,0,120,150,0,0,0,0,0,0,0,35
Cliente_98,26,52,0,0,215,0,0,0,0,0,0,0,9
Cliente_99,26,35,0,77,107,0,0,0,0,0,0,0,15
Cliente_100,31,67,0,180,210,0,0,0,0,0,0,0,3
