Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
0,2,0,700,255,275,28000,30,0,90
Deposito,40,50,0,0,3390,0,0,0,0,0,0,0,0
Cliente_1,52,75,0,213,568,0,0,0,0,0,0,0,10
Cliente_2,45,70,0,22,563,0,0,0,0,0,0,0,30
Cliente_3,62,69,0,1030,1463,0,0,0,0,0,0,0,10
Cliente_4,60,66,0,1154,1527,0,0,0,0,0,0,0,10
Cliente_5,42,65,0,15,402,0,0,0,0,0,0,0,10
Cliente_6,16,42,0,331,822,0,0,0,0,0,0,0,20
Cliente_7,58,70,0,965,1340,0,0,0,0,0,0,0,20
Cliente_8,34,60,0,2653,3280,0,0,0,0,0,0,0,20
Cliente_9,28,70,0,2385,2976,0,0,0,0,0,0,0,10
Cliente_10,35,66,0,2628,3113,0,0,0,0,0,0,0,10
Cliente_11,35,69,0,2603,2952,0,0,0,0,0,0,0,10
Cliente_12,25,85,0,1985,2412,0,0,0,0,0,0,0,20
Cliente_13,22,75,0,2310,2659,0,0,0,0,0,0,0,30
Cliente_14,22,85,0,1846,2365,0,0,0,0,0,0,0,10
Cliente_15,20,80,0,2077,2514,0,0,0,0,0,0,0,40
Cliente_16,20,85,0,1763,2264,0,0,0,0,0,0,0,40
Cliente_17,18,75,0,2143,2638,0,0,0,0,0,0,0,20
Cliente_18,15,75,0,1560,2083,0,0,0,0,0,0,0,20
Cliente_19,15,80,0,1689,2144,0,0,0,0,0,0,0,10
Cliente_20,30,50,0,10,645,0,0,0,0,0,0,0,10
Cliente_21,30,56,0,2675,3288,0,0,0,0,0,0,0,20
Cliente_22,28,52,0,12,505,0,0,0,0,0,0,0,20
Cliente_23,14,66,0,1519,1926,0,0,0,0,0,0,0,10
Cliente_24,25,50,0,23,368,0,0,0,0,0,0,0,10
Cliente_25,22,66,0,2380,2787,0,0,0,0,0,0,0,40
Cliente_26,8,62,0,1330,1919,0,0,0,0,0,0,0,10
Cliente_27,23,52,0,93,484,0,0,0,0,0,0,0,10
Cliente_28,4,55,0,1268,1785,0,0,0,0,0,0,0,20
Cliente_29,20,50,0,168,787,0,0,0,0,0,0,0,10
Cliente_30,20,55,0,170,595,0,0,0,0,0,0,0,10
Cliente_31,10,35,0,585,1136,0,0,0,0,0,0,0,20
Cliente_32,10,40,0,448,897,0,0,0,0,0,0,0,30
Cliente_33,8,40,0,499,1030,0,0,0,0,0,0,0,40
Cliente_34,8,45,0,1190,1661,0,0,0,0,0,0,0,20
Cliente_35,5,35,0,666,1245,0,0,0,0,0,0,0,10
Cliente_36,5,45,0,1076,1589,0,0,0,0,0,0,0,10
Cliente_37,2,40,0,772,1329,0,0,0,0,0,0,0,20
Cliente_38,0,40,0,890,1395,0,0,0,0,0,0,0,30
Cliente_39,0,45,0,1036,1439,0,0,0,0,0,0,0,20
Cliente_40,36,18,0,1612,2185,0,0,0,0,0,0,0,10
Cliente_41,35,32,0,2599,3076,0,0,0,0,0,0,0,10
Cliente_42,33,32,0,2529,2962,0,0,0,0,0,0,0,20
Cliente_43,33,35,0,2463,2842,0,0,0,0,0,0,0,10
Cliente_44,32,20,0,1745,2240,0,0,0,0,0,0,0,10
Cliente_45,30,30,0,1932,2437,0,0,0,0,0,0,0,10
Cliente_46,34,25,0,1884,2293,0,0,0,0,0,0,0,30
Cliente_47,30,35,0,2348,2771,0,0,0,0,0,0,0,10
Cliente_48,36,40,0,2715,3156,0,0,0,0,0,0,0,10
Cliente_49,48,20,0,812,1281,0,0,0,0,0,0,0,10
