Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
0,2,0,200,255,275,28000,30,0,90
Deposito,40,50,0,0,1236,0,0,0,0,0,0,0,0
Cliente_1,45,68,0,912,967,0,0,0,0,0,0,0,10
Cliente_2,45,70,0,825,870,0,0,0,0,0,0,0,30
Cliente_3,42,66,0,65,146,0,0,0,0,0,0,0,10
Cliente_4,42,68,0,727,782,0,0,0,0,0,0,0,10
Cliente_5,42,65,0,15,67,0,0,0,0,0,0,0,10
Cliente_6,40,69,0,621,702,0,0,0,0,0,0,0,20
Cliente_7,40,66,0,170,225,0,0,0,0,0,0,0,20
Cliente_8,38,68,0,255,324,0,0,0,0,0,0,0,20
Cliente_9,38,70,0,534,605,0,0,0,0,0,0,0,10
Cliente_10,35,66,0,357,410,0,0,0,0,0,0,0,10
Cliente_11,35,69,0,448,505,0,0,0,0,0,0,0,10
Cliente_12,25,85,0,652,721,0,0,0,0,0,0,0,20
Cliente_13,22,75,0,30,92,0,0,0,0,0,0,0,30
Cliente_14,22,85,0,567,620,0,0,0,0,0,0,0,10
Cliente_15,20,80,0,384,429,0,0,0,0,0,0,0,40
Cliente_16,20,85,0,475,528,0,0,0,0,0,0,0,40
Cliente_17,18,75,0,99,148,0,0,0,0,0,0,0,20
Cliente_18,15,75,0,179,254,0,0,0,0,0,0,0,20
Cliente_19,15,80,0,278,345,0,0,0,0,0,0,0,10
Cliente_20,30,50,0,10,73,0,0,0,0,0,0,0,10
Cliente_21,30,52,0,914,965,0,0,0,0,0,0,0,20
Cliente_22,28,52,0,812,883,0,0,0,0,0,0,0,20
Cliente_23,28,55,0,732,777,0,0,0,0,0,0,0,10
Cliente_24,25,50,0,65,144,0,0,0,0,0,0,0,10
Cliente_25,25,52,0,169,224,0,0,0,0,0,0,0,40
Cliente_26,25,55,0,622,701,0,0,0,0,0,0,0,10
Cliente_27,23,52,0,261,316,0,0,0,0,0,0,0,10
Cliente_28,23,55,0,546,593,0,0,0,0,0,0,0,20
Cliente_29,20,50,0,358,405,0,0,0,0,0,0,0,10
Cliente_30,20,55,0,449,504,0,0,0,0,0,0,0,10
Cliente_31,10,35,0,200,237,0,0,0,0,0,0,0,20
Cliente_32,10,40,0,31,100,0,0,0,0,0,0,0,30
Cliente_33,8,40,0,87,158,0,0,0,0,0,0,0,40
Cliente_34,8,45,0,751,816,0,0,0,0,0,0,0,20
Cliente_35,5,35,0,283,344,0,0,0,0,0,0,0,10
Cliente_36,5,45,0,665,716,0,0,0,0,0,0,0,10
Cliente_37,2,40,0,383,434,0,0,0,0,0,0,0,20
Cliente_38,0,40,0,479,522,0,0,0,0,0,0,0,30
Cliente_39,0,45,0,567,624,0,0,0,0,0,0,0,20
Cliente_40,35,30,0,264,321,0,0,0,0,0,0,0,10
Cliente_41,35,32,0,166,235,0,0,0,0,0,0,0,10
Cliente_42,33,32,0,68,149,0,0,0,0,0,0,0,20
Cliente_43,33,35,0,16,80,0,0,0,0,0,0,0,10
Cliente_44,32,30,0,359,412,0,0,0,0,0,0,0,10
Cliente_45,30,30,0,541,600,0,0,0,0,0,0,0,10
Cliente_46,30,32,0,448,509,0,0,0,0,0,0,0,30
Cliente_47,30,35,0,1054,1127,0,0,0,0,0,0,0,10
Cliente_48,28,30,0,632,693,0,0,0,0,0,0,0,10
Cliente_49,28,35,0,1001,1066,0,0,0,0,0,0,0,10
Cliente_50,26,32,0,815,880,0,0,0,0,0,0,0,10
Cliente_51,25,30,0,725,786,0,0,0,0,0,0,0,10
Cliente_52,25,35,0,912,969,0,0,0,0,0,0,0,10
Cliente_53,44,5,0,286,347,0,0,0,0,0,0,0,20
Cliente_54,42,10,0,186,257,0,0,0,0,0,0,0,40
Cliente_55,42,15,0,95,158,0,0,0,0,0,0,0,10
Cliente_56,40,5,0,385,436,0,0,0,0,0,0,0,30
Cliente_57,40,15,0,35,87,0,0,0,0,0,0,0,40
Cliente_58,38,5,0,471,534,0,0,0,0,0,0,0,30
Cliente_59,38,15,0,651,740,0,0,0,0,0,0,0,10
Cliente_60,35,5,0,562,629,0,0,0,0,0,0,0,20
