Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
0,2,0,1000,255,275,28000,30,0,10
deposito,40,50,0,0,960,0,0,0,0,0,0,0,0
Cliente_1,25,85,0,0,911,0,0,0,0,0,0,0,20
Cliente_2,22,75,0,0,919,0,0,0,0,0,0,0,30
Cliente_3,22,85,0,0,910,0,0,0,0,0,0,0,10
Cliente_4,20,80,0,644,764,0,0,0,0,0,0,0,40
Cliente_5,20,85,0,0,909,0,0,0,0,0,0,0,20
Cliente_6,18,75,0,0,916,0,0,0,0,0,0,0,20
Cliente_7,15,75,0,0,914,0,0,0,0,0,0,0,20
Cliente_8,15,80,0,367,487,0,0,0,0,0,0,0,10
Cliente_9,10,35,0,371,491,0,0,0,0,0,0,0,20
Cliente_10,10,40,0,0,918,0,0,0,0,0,0,0,30
Cliente_11,8,40,0,195,315,0,0,0,0,0,0,0,40
Cliente_12,8,45,0,0,917,0,0,0,0,0,0,0,20
Cliente_13,5,35,0,653,773,0,0,0,0,0,0,0,10
Cliente_14,5,45,0,0,914,0,0,0,0,0,0,0,10
Cliente_15,2,40,0,174,294,0,0,0,0,0,0,0,20
Cliente_16,0,40,0,0,908,0,0,0,0,0,0,0,20
Cliente_17,0,45,0,0,909,0,0,0,0,0,0,0,20
Cliente_18,44,5,0,0,904,0,0,0,0,0,0,0,20
Cliente_19,42,10,0,0,909,0,0,0,0,0,0,0,40
Cliente_20,42,15,0,0,914,0,0,0,0,0,0,0,10
Cliente_21,40,5,0,0,905,0,0,0,0,0,0,0,10
Cliente_22,40,15,0,0,915,0,0,0,0,0,0,0,40
Cliente_23,38,5,0,201,321,0,0,0,0,0,0,0,30
Cliente_24,38,15,0,0,914,0,0,0,0,0,0,0,10
Cliente_25,35,5,0,784,904,0,0,0,0,0,0,0,20
Cliente_26,95,30,0,0,891,0,0,0,0,0,0,0,30
Cliente_27,95,35,0,0,892,0,0,0,0,0,0,0,20
Cliente_28,92,30,0,0,894,0,0,0,0,0,0,0,10
Cliente_29,90,35,0,0,897,0,0,0,0,0,0,0,10
Cliente_30,88,30,0,0,898,0,0,0,0,0,0,0,10
Cliente_31,88,35,0,0,899,0,0,0,0,0,0,0,20
Cliente_32,87,30,0,0,898,0,0,0,0,0,0,0,10
Cliente_33,85,25,0,0,898,0,0,0,0,0,0,0,10
Cliente_34,85,35,0,0,902,0,0,0,0,0,0,0,30
Cliente_35,67,85,0,0,905,0,0,0,0,0,0,0,20
Cliente_36,65,85,0,0,906,0,0,0,0,0,0,0,40
Cliente_37,65,82,0,0,909,0,0,0,0,0,0,0,10
Cliente_38,62,80,0,278,398,0,0,0,0,0,0,0,30
Cliente_39,60,80,0,0,913,0,0,0,0,0,0,0,10
Cliente_40,60,85,0,0,909,0,0,0,0,0,0,0,30
Cliente_41,58,75,0,0,919,0,0,0,0,0,0,0,20
Cliente_42,55,80,0,0,916,0,0,0,0,0,0,0,10
Cliente_43,55,85,0,0,911,0,0,0,0,0,0,0,20
Cliente_44,55,82,0,217,337,0,0,0,0,0,0,0,10
Cliente_45,20,82,0,0,912,0,0,0,0,0,0,0,10
Cliente_46,18,80,0,0,912,0,0,0,0,0,0,0,10
Cliente_47,2,45,0,0,911,0,0,0,0,0,0,0,10
Cliente_48,42,5,0,0,904,0,0,0,0,0,0,0,10
Cliente_49,42,12,0,0,911,0,0,0,0,0,0,0,10
