Cliente,Latitude,Longetute,altidude,InicioJanela,FinalJanela,ItemID,Comprimento,Altura,Largura,Peso,PesoEmpilhavel,rotacao,Volume
0,2,0,200,255,275,28000,30,0,10
deposito,35,35,0,0,230,0,0,0,0,0,0,0,0
Cliente_1,41,49,0,161,171,0,0,0,0,0,0,0,10
Cliente_2,35,17,0,50,60,0,0,0,0,0,0,0,7
Cliente_3,55,45,0,116,126,0,0,0,0,0,0,0,13
Cliente_4,55,20,0,149,159,0,0,0,0,0,0,0,19
Cliente_5,15,30,0,34,44,0,0,0,0,0,0,0,26
Cliente_6,25,30,0,99,109,0,0,0,0,0,0,0,3
Cliente_7,20,50,0,81,91,0,0,0,0,0,0,0,5
Cliente_8,10,43,0,95,105,0,0,0,0,0,0,0,9
Cliente_9,55,60,0,97,107,0,0,0,0,0,0,0,16
Cliente_10,30,60,0,124,134,0,0,0,0,0,0,0,16
Cliente_11,20,65,0,67,77,0,0,0,0,0,0,0,12
Cliente_12,50,35,0,63,73,0,0,0,0,0,0,0,19
Cliente_13,30,25,0,159,169,0,0,0,0,0,0,0,23
Cliente_14,15,10,0,32,42,0,0,0,0,0,0,0,20
Cliente_15,30,5,0,61,71,0,0,0,0,0,0,0,8
Cliente_16,10,20,0,75,85,0,0,0,0,0,0,0,19
Cliente_17,5,30,0,157,167,0,0,0,0,0,0,0,2
Cliente_18,20,40,0,87,97,0,0,0,0,0,0,0,12
Cliente_19,15,60,0,76,86,0,0,0,0,0,0,0,17
Cliente_20,45,65,0,126,136,0,0,0,0,0,0,0,9
Cliente_21,45,20,0,62,72,0,0,0,0,0,0,0,11
Cliente_22,45,10,0,97,107,0,0,0,0,0,0,0,18
Cliente_23,55,5,0,68,78,0,0,0,0,0,0,0,29
Cliente_24,65,35,0,153,163,0,0,0,0,0,0,0,3
Cliente_25,65,20,0,172,182,0,0,0,0,0,0,0,6
Cliente_26,45,30,0,132,142,0,0,0,0,0,0,0,17
Cliente_27,35,40,0,37,47,0,0,0,0,0,0,0,16
Cliente_28,41,37,0,39,49,0,0,0,0,0,0,0,16
Cliente_29,64,42,0,63,73,0,0,0,0,0,0,0,9
Cliente_30,40,60,0,71,81,0,0,0,0,0,0,0,21
Cliente_31,31,52,0,50,60,0,0,0,0,0,0,0,27
Cliente_32,35,69,0,141,151,0,0,0,0,0,0,0,23
Cliente_33,53,52,0,37,47,0,0,0,0,0,0,0,11
Cliente_34,65,55,0,117,127,0,0,0,0,0,0,0,14
Cliente_35,63,65,0,143,153,0,0,0,0,0,0,0,8
Cliente_36,2,60,0,41,51,0,0,0,0,0,0,0,5
Cliente_37,20,20,0,134,144,0,0,0,0,0,0,0,8
Cliente_38,5,5,0,83,93,0,0,0,0,0,0,0,16
Cliente_39,60,12,0,44,54,0,0,0,0,0,0,0,31
Cliente_40,40,25,0,85,95,0,0,0,0,0,0,0,9
Cliente_41,42,7,0,97,107,0,0,0,0,0,0,0,5
Cliente_42,24,12,0,31,41,0,0,0,0,0,0,0,5
Cliente_43,23,3,0,132,142,0,0,0,0,0,0,0,7
Cliente_44,11,14,0,69,79,0,0,0,0,0,0,0,18
Cliente_45,6,38,0,32,42,0,0,0,0,0,0,0,16
Cliente_46,2,48,0,117,127,0,0,0,0,0,0,0,1
Cliente_47,8,56,0,51,61,0,0,0,0,0,0,0,27
Cliente_48,13,52,0,165,175,0,0,0,0,0,0,0,36
Cliente_49,6,68,0,108,118,0,0,0,0,0,0,0,30
Cliente_50,47,47,0,124,134,0,0,0,0,0,0,0,13
Cliente_51,49,58,0,88,98,0,0,0,0,0,0,0,10
Cliente_52,27,43,0,52,62,0,0,0,0,0,0,0,9
Cliente_53,37,31,0,95,105,0,0,0,0,0,0,0,14
Cliente_54,57,29,0,140,150,0,0,0,0,0,0,0,18
Cliente_55,63,23,0,136,146,0,0,0,0,0,0,0,2
Cliente_56,53,12,0,130,140,0,0,0,0,0,0,0,6
Cliente_57,32,12,0,101,111,0,0,0,0,0,0,0,7
Cliente_58,36,26,0,200,210,0,0,0,0,0,0,0,18
Cliente_59,21,24,0,18,28,0,0,0,0,0,0,0,28
Cliente_60,17,34,0,162,172,0,0,0,0,0,0,0,3
Cliente_61,12,24,0,76,86,0,0,0,0,0,0,0,13
Cliente_62,24,58,0,58,68,0,0,0,0,0,0,0,19
Cliente_63,27,69,0,34,44,0,0,0,0,0,0,0,10
Cliente_64,15,77,0,73,83,0,0,0,0,0,0,0,9
Cliente_65,62,77,0,51,61,0,0,0,0,0,0,0,20
Cliente_66,49,73,0,127,137,0,0,0,0,0,0,0,25
Cliente_67,67,5,0,83,93,0,0,0,0,0,0,0,25
Cliente_68,56,39,0,142,152,0,0,0,0,0,0,0,36
Cliente_69,37,47,0,50,60,0,0,0,0,0,0,0,6
Cliente_70,37,56,0,182,192,0,0,0,0,0,0,0,5
Cliente_71,57,68,0,77,87,0,0,0,0,0,0,0,15
Cliente_72,47,16,0,35,45,0,0,0,0,0,0,0,25
Cliente_73,44,17,0,78,88,0,0,0,0,0,0,0,9
Cliente_74,46,13,0,149,159,0,0,0,0,0,0,0,8
Cliente_75,49,11,0,69,79,0,0,0,0,0,0,0,18
Cliente_76,49,42,0,73,83,0,0,0,0,0,0,0,13
Cliente_77,53,43,0,179,189,0,0,0,0,0,0,0,14
Cliente_78,61,52,0,96,106,0,0,0,0,0,0,0,3
Cliente_79,57,48,0,92,102,0,0,0,0,0,0,0,23
Cliente_80,56,37,0,182,192,0,0,0,0,0,0,0,6
Cliente_81,55,54,0,94,104,0,0,0,0,0,0,0,26
Cliente_82,15,47,0,55,65,0,0,0,0,0,0,0,16
Cliente_83,14,37,0,44,54,0,0,0,0,0,0,0,11
Cliente_84,11,31,0,101,111,0,0,0,0,0,0,0,7
Cliente_85,16,22,0,91,101,0,0,0,0,0,0,0,41
Cliente_86,4,18,0,94,104,0,0,0,0,0,0,0,35
Cliente_87,28,18,0,93,103,0,0,0,0,0,0,0,26
Cliente_88,26,52,0,74,84,0,0,0,0,0,0,0,9
Cliente_89,26,35,0,176,186,0,0,0,0,0,0,0,15
Cliente_90,31,67,0,95,105,0,0,0,0,0,0,0,3
Cliente_91,15,19,0,160,170,0,0,0,0,0,0,0,1
Cliente_92,22,22,0,18,28,0,0,0,0,0,0,0,2
Cliente_93,18,24,0,188,198,0,0,0,0,0,0,0,22
Cliente_94,26,27,0,100,110,0,0,0,0,0,0,0,27
Cliente_95,25,24,0,39,49,0,0,0,0,0,0,0,20
Cliente_96,22,27,0,135,145,0,0,0,0,0,0,0,11
Cliente_97,25,21,0,133,143,0,0,0,0,0,0,0,12
Cliente_98,19,21,0,58,68,0,0,0,0,0,0,0,10
Cliente_99,20,26,0,83,93,0,0,0,0,0,0,0,9
Cliente_100,18,18,0,185,195,0,0,0,0,0,0,0,17
